CMDLINE /anaconda/bin/python csnn_pc_mnist.py
MEM 470.785156 1498113393.6592
MEM 470.785156 1498113393.7753
MEM 470.785156 1498113393.8928
MEM 470.785156 1498113394.0128
MEM 470.785156 1498113394.1279
MEM 470.785156 1498113394.2469
MEM 471.960938 1498113394.3613
MEM 470.785156 1498113394.4808
MEM 470.785156 1498113394.6000
MEM 470.785156 1498113394.7241
MEM 470.785156 1498113394.8455
MEM 470.785156 1498113394.9646
MEM 470.785156 1498113395.0807
MEM 470.785156 1498113395.1997
MEM 470.785156 1498113395.3204
MEM 470.785156 1498113395.4400
MEM 470.785156 1498113395.5598
MEM 470.785156 1498113395.6802
MEM 470.785156 1498113395.7986
MEM 470.785156 1498113395.9175
MEM 470.785156 1498113396.0332
MEM 470.785156 1498113396.1493
MEM 470.785156 1498113396.2699
MEM 470.785156 1498113396.3901
MEM 470.785156 1498113396.5085
MEM 470.785156 1498113396.6260
MEM 470.785156 1498113396.7405
MEM 470.785156 1498113396.8595
MEM 470.785156 1498113396.9804
MEM 470.785156 1498113397.0982
MEM 470.785156 1498113397.2178
MEM 470.785156 1498113397.3336
MEM 470.785156 1498113397.4539
MEM 470.785156 1498113397.5736
MEM 470.785156 1498113397.6897
MEM 470.785156 1498113397.8138
MEM 470.785156 1498113397.9380
MEM 470.785156 1498113398.0546
MEM 470.785156 1498113398.1748
MEM 470.785156 1498113398.2944
MEM 470.785156 1498113398.4103
MEM 470.785156 1498113398.5350
MEM 470.785156 1498113398.6513
MEM 470.785156 1498113398.7713
MEM 470.804688 1498113398.8869
MEM 470.804688 1498113399.0017
MEM 470.804688 1498113399.1238
MEM 470.804688 1498113399.2429
MEM 470.804688 1498113399.3581
MEM 470.804688 1498113399.4756
MEM 470.804688 1498113399.5988
MEM 470.804688 1498113399.7202
MEM 470.804688 1498113399.8457
MEM 470.804688 1498113399.9639
MEM 470.804688 1498113400.0826
MEM 471.722656 1498113400.1998
MEM 470.804688 1498113400.3148
MEM 470.804688 1498113400.4354
MEM 470.804688 1498113400.5546
MEM 470.804688 1498113400.6739
MEM 470.804688 1498113400.7942
MEM 470.804688 1498113400.9158
MEM 470.804688 1498113401.0371
MEM 470.804688 1498113401.1555
MEM 470.804688 1498113401.2806
MEM 470.804688 1498113401.3973
MEM 470.804688 1498113401.5180
MEM 470.804688 1498113401.6338
MEM 470.804688 1498113401.7565
MEM 470.804688 1498113401.8781
MEM 470.804688 1498113401.9936
MEM 470.804688 1498113402.1094
MEM 470.804688 1498113402.2307
MEM 470.804688 1498113402.3498
MEM 470.804688 1498113402.4677
MEM 470.804688 1498113402.5855
MEM 470.804688 1498113402.7059
MEM 470.804688 1498113402.8247
MEM 471.761719 1498113402.9424
MEM 470.812500 1498113403.0629
MEM 470.812500 1498113403.1834
MEM 470.812500 1498113403.2989
MEM 470.812500 1498113403.4180
MEM 470.812500 1498113403.5399
MEM 470.812500 1498113403.6570
MEM 471.343750 1498113403.7789
MEM 471.386719 1498113403.8996
MEM 471.386719 1498113404.0179
MEM 471.386719 1498113404.1454
MEM 471.386719 1498113404.2602
MEM 471.386719 1498113404.3783
MEM 471.386719 1498113404.4977
MEM 471.414062 1498113404.6147
MEM 471.417969 1498113404.7387
MEM 471.417969 1498113404.8583
MEM 471.417969 1498113404.9794
MEM 471.417969 1498113405.0990
MEM 471.417969 1498113405.2167
MEM 471.417969 1498113405.3317
MEM 471.417969 1498113405.4522
MEM 471.417969 1498113405.5748
MEM 471.417969 1498113405.6913
MEM 471.417969 1498113405.8057
MEM 472.593750 1498113405.9209
MEM 471.417969 1498113406.0374
MEM 471.417969 1498113406.1571
MEM 471.417969 1498113406.2844
MEM 471.417969 1498113406.4044
MEM 471.417969 1498113406.5209
MEM 471.417969 1498113406.6418
MEM 471.421875 1498113406.7593
MEM 471.421875 1498113406.8762
MEM 471.421875 1498113406.9963
MEM 471.421875 1498113407.1117
MEM 471.421875 1498113407.2282
MEM 471.421875 1498113407.3492
MEM 471.421875 1498113407.4666
MEM 471.421875 1498113407.5843
MEM 471.421875 1498113407.7014
MEM 471.421875 1498113407.8165
MEM 471.421875 1498113407.9338
MEM 471.421875 1498113408.0515
MEM 471.421875 1498113408.1689
MEM 471.421875 1498113408.2862
MEM 471.421875 1498113408.4034
MEM 471.421875 1498113408.5178
MEM 471.421875 1498113408.6406
MEM 471.421875 1498113408.7555
MEM 471.421875 1498113408.8756
MEM 471.421875 1498113408.9958
MEM 471.421875 1498113409.1159
MEM 471.421875 1498113409.2340
MEM 471.421875 1498113409.3482
MEM 471.421875 1498113409.4635
MEM 471.421875 1498113409.5855
MEM 471.421875 1498113409.7016
MEM 471.421875 1498113409.8247
MEM 471.421875 1498113409.9388
MEM 471.421875 1498113410.0536
MEM 471.421875 1498113410.1802
MEM 471.421875 1498113410.3019
MEM 471.421875 1498113410.4222
MEM 471.421875 1498113410.5403
MEM 471.421875 1498113410.6545
MEM 471.421875 1498113410.7717
MEM 471.421875 1498113410.8907
MEM 471.421875 1498113411.0088
MEM 471.421875 1498113411.1292
MEM 471.421875 1498113411.2442
MEM 471.421875 1498113411.3602
MEM 471.421875 1498113411.4799
MEM 471.421875 1498113411.5983
MEM 471.421875 1498113411.7152
MEM 471.421875 1498113411.8341
MEM 471.421875 1498113411.9530
MEM 471.421875 1498113412.0711
MEM 472.378906 1498113412.1896
MEM 472.300781 1498113412.3109
MEM 471.421875 1498113412.4303
MEM 471.421875 1498113412.5485
MEM 471.421875 1498113412.6633
MEM 472.339844 1498113412.7807
MEM 471.421875 1498113412.8996
MEM 471.421875 1498113413.0214
MEM 471.421875 1498113413.1398
MEM 472.378906 1498113413.2551
MEM 471.421875 1498113413.3712
MEM 471.421875 1498113413.4914
MEM 471.421875 1498113413.6089
MEM 471.445312 1498113413.7260
MEM 471.421875 1498113413.8463
MEM 471.421875 1498113413.9619
MEM 471.421875 1498113414.0819
MEM 471.421875 1498113414.1993
MEM 471.421875 1498113414.3197
MEM 471.421875 1498113414.4365
MEM 471.421875 1498113414.5513
MEM 471.421875 1498113414.6730
MEM 471.421875 1498113414.7884
MEM 471.421875 1498113414.9104
MEM 471.421875 1498113415.0306
MEM 471.687500 1498113415.1467
MEM 471.691406 1498113415.2677
MEM 475.128906 1498113415.3881
MEM 471.699219 1498113415.5056
MEM 471.699219 1498113415.6227
MEM 471.699219 1498113415.7409
MEM 471.699219 1498113415.8643
MEM 472.656250 1498113415.9852
MEM 471.699219 1498113416.1021
MEM 471.699219 1498113416.2244
MEM 471.699219 1498113416.3460
MEM 472.628906 1498113416.4642
MEM 471.710938 1498113416.5838
MEM 471.710938 1498113416.7032
MEM 471.710938 1498113416.8310
MEM 471.710938 1498113416.9521
MEM 471.710938 1498113417.0717
MEM 471.710938 1498113417.1906
MEM 471.710938 1498113417.3074
MEM 471.710938 1498113417.4246
MEM 471.710938 1498113417.5453
MEM 471.710938 1498113417.6615
MEM 471.710938 1498113417.7805
MEM 471.710938 1498113417.8995
MEM 471.710938 1498113418.0149
MEM 471.718750 1498113418.1307
MEM 471.718750 1498113418.2545
MEM 471.718750 1498113418.3778
MEM 471.718750 1498113418.4931
MEM 471.718750 1498113418.6137
MEM 471.718750 1498113418.7321
MEM 471.718750 1498113418.8483
MEM 471.718750 1498113418.9655
MEM 471.718750 1498113419.0897
MEM 471.718750 1498113419.2075
MEM 471.734375 1498113419.3270
MEM 472.691406 1498113419.4487
MEM 471.734375 1498113419.5643
MEM 471.734375 1498113419.6781
MEM 471.734375 1498113419.7963
MEM 471.742188 1498113419.9166
MEM 471.742188 1498113420.0347
MEM 471.742188 1498113420.1531
MEM 471.753906 1498113420.2674
MEM 471.753906 1498113420.3889
MEM 471.753906 1498113420.5140
MEM 471.753906 1498113420.6325
MEM 471.753906 1498113420.7515
MEM 471.753906 1498113420.8708
MEM 471.753906 1498113421.0005
MEM 471.753906 1498113421.1196
MEM 471.753906 1498113421.2400
MEM 471.757812 1498113421.3648
MEM 471.757812 1498113421.4830
MEM 471.757812 1498113421.5981
MEM 471.757812 1498113421.7193
MEM 471.757812 1498113421.8348
MEM 471.757812 1498113421.9534
MEM 471.757812 1498113422.0669
MEM 471.757812 1498113422.1822
MEM 471.757812 1498113422.3003
MEM 471.757812 1498113422.4159
MEM 472.714844 1498113422.5326
MEM 471.757812 1498113422.6510
MEM 471.757812 1498113422.7663
MEM 471.757812 1498113422.8894
MEM 471.757812 1498113423.0094
MEM 471.757812 1498113423.1252
MEM 471.757812 1498113423.2450
MEM 471.757812 1498113423.3643
MEM 471.757812 1498113423.4864
MEM 471.757812 1498113423.6043
MEM 471.757812 1498113423.7223
MEM 471.757812 1498113423.8429
MEM 471.757812 1498113423.9593
MEM 471.757812 1498113424.0806
MEM 471.757812 1498113424.1979
MEM 471.757812 1498113424.3144
MEM 471.773438 1498113424.4365
MEM 471.792969 1498113424.5535
MEM 471.792969 1498113424.6669
MEM 471.792969 1498113424.7878
MEM 471.792969 1498113424.9081
MEM 471.792969 1498113425.0225
MEM 471.792969 1498113425.1423
MEM 471.792969 1498113425.2594
MEM 471.792969 1498113425.3714
MEM 472.710938 1498113425.4887
MEM 471.792969 1498113425.6045
MEM 471.792969 1498113425.7229
MEM 471.792969 1498113425.8425
MEM 472.789062 1498113425.9569
MEM 473.019531 1498113426.0781
MEM 471.843750 1498113426.2003
MEM 471.843750 1498113426.3271
MEM 471.843750 1498113426.4470
MEM 471.843750 1498113426.5702
MEM 471.843750 1498113426.6882
MEM 471.843750 1498113426.8024
MEM 471.843750 1498113426.9252
MEM 471.843750 1498113427.0396
MEM 471.843750 1498113427.1575
MEM 471.843750 1498113427.2706
MEM 471.843750 1498113427.3887
MEM 471.843750 1498113427.5107
MEM 471.843750 1498113427.6259
MEM 471.843750 1498113427.7442
MEM 471.843750 1498113427.8638
MEM 471.843750 1498113427.9849
MEM 471.843750 1498113428.0990
MEM 471.843750 1498113428.2135
MEM 471.843750 1498113428.3359
MEM 471.843750 1498113428.4553
MEM 471.843750 1498113428.5723
MEM 471.843750 1498113428.6911
MEM 472.800781 1498113428.8172
MEM 471.843750 1498113428.9336
MEM 471.843750 1498113429.0501
MEM 471.843750 1498113429.1685
MEM 471.843750 1498113429.2846
MEM 471.843750 1498113429.4041
MEM 471.843750 1498113429.5210
MEM 471.843750 1498113429.6442
MEM 471.843750 1498113429.7617
MEM 471.843750 1498113429.8802
MEM 471.843750 1498113429.9987
MEM 471.843750 1498113430.1150
MEM 471.843750 1498113430.2327
MEM 471.843750 1498113430.3496
MEM 471.843750 1498113430.4697
MEM 471.843750 1498113430.5867
MEM 471.843750 1498113430.7112
MEM 471.843750 1498113430.8315
MEM 471.710938 1498113430.9474
MEM 471.710938 1498113431.0654
MEM 472.667969 1498113431.1851
MEM 472.886719 1498113431.3057
MEM 471.718750 1498113431.4243
MEM 471.718750 1498113431.5446
MEM 471.718750 1498113431.6615
MEM 471.718750 1498113431.7795
MEM 471.718750 1498113431.8957
MEM 471.718750 1498113432.0145
MEM 471.718750 1498113432.1291
MEM 471.718750 1498113432.2479
MEM 471.718750 1498113432.3690
MEM 472.675781 1498113432.4858
MEM 471.718750 1498113432.6009
MEM 471.718750 1498113432.7176
MEM 471.718750 1498113432.8378
MEM 471.718750 1498113432.9523
MEM 471.718750 1498113433.0706
MEM 471.718750 1498113433.1867
MEM 471.718750 1498113433.3075
MEM 471.718750 1498113433.4243
MEM 471.718750 1498113433.5389
MEM 471.718750 1498113433.6633
MEM 471.718750 1498113433.7830
MEM 471.718750 1498113433.9006
MEM 471.718750 1498113434.0225
MEM 471.718750 1498113434.1549
MEM 471.718750 1498113434.2720
MEM 471.718750 1498113434.3902
MEM 471.718750 1498113434.5047
MEM 471.718750 1498113434.6265
MEM 471.718750 1498113434.7486
MEM 471.718750 1498113434.8736
MEM 471.718750 1498113434.9955
MEM 471.718750 1498113435.1158
MEM 471.718750 1498113435.2371
MEM 471.718750 1498113435.3511
MEM 471.718750 1498113435.4728
MEM 471.718750 1498113435.5907
MEM 471.718750 1498113435.7141
MEM 471.718750 1498113435.8336
MEM 471.718750 1498113435.9540
MEM 471.718750 1498113436.0755
MEM 471.718750 1498113436.1906
MEM 471.718750 1498113436.3150
MEM 471.718750 1498113436.4344
MEM 471.718750 1498113436.5502
MEM 471.718750 1498113436.6725
MEM 471.718750 1498113436.7877
MEM 471.718750 1498113436.9034
MEM 472.675781 1498113437.0224
MEM 471.718750 1498113437.1465
MEM 471.718750 1498113437.2706
MEM 471.718750 1498113437.3854
MEM 471.718750 1498113437.5042
MEM 471.718750 1498113437.6179
MEM 471.718750 1498113437.7327
MEM 471.718750 1498113437.8531
MEM 471.718750 1498113437.9701
MEM 472.675781 1498113438.0902
MEM 472.894531 1498113438.2059
MEM 471.718750 1498113438.3225
MEM 471.718750 1498113438.4405
MEM 471.718750 1498113438.5598
MEM 472.250000 1498113438.6872
MEM 472.250000 1498113438.8131
MEM 472.265625 1498113438.9347
MEM 475.695312 1498113439.0526
MEM 472.289062 1498113439.1684
MEM 472.289062 1498113439.2890
MEM 472.289062 1498113439.4086
MEM 472.289062 1498113439.5265
MEM 472.289062 1498113439.6470
MEM 472.289062 1498113439.7653
MEM 472.289062 1498113439.8882
MEM 472.289062 1498113440.0101
MEM 472.289062 1498113440.1335
MEM 472.289062 1498113440.2515
MEM 472.289062 1498113440.3719
MEM 472.289062 1498113440.4878
MEM 472.289062 1498113440.6047
MEM 472.300781 1498113440.7286
MEM 472.300781 1498113440.8431
MEM 472.300781 1498113440.9630
MEM 472.300781 1498113441.0801
MEM 472.300781 1498113441.1994
MEM 472.300781 1498113441.3158
MEM 472.300781 1498113441.4340
MEM 472.300781 1498113441.5502
MEM 472.300781 1498113441.6745
MEM 472.300781 1498113441.7897
MEM 472.300781 1498113441.9058
MEM 472.300781 1498113442.0275
MEM 472.320312 1498113442.1463
MEM 472.328125 1498113442.2763
MEM 472.328125 1498113442.3931
MEM 472.328125 1498113442.5086
MEM 472.328125 1498113442.6257
MEM 472.363281 1498113442.7460
MEM 472.363281 1498113442.8627
MEM 473.296875 1498113442.9835
MEM 472.363281 1498113443.0995
MEM 472.363281 1498113443.2197
MEM 472.363281 1498113443.3375
MEM 472.363281 1498113443.4567
MEM 472.363281 1498113443.5713
MEM 472.363281 1498113443.6947
MEM 472.363281 1498113443.8148
MEM 472.363281 1498113443.9303
MEM 472.363281 1498113444.0458
MEM 472.363281 1498113444.1643
MEM 472.363281 1498113444.2823
MEM 472.363281 1498113444.3997
MEM 472.363281 1498113444.5186
MEM 472.363281 1498113444.6377
MEM 472.363281 1498113444.7519
MEM 472.363281 1498113444.8631
MEM 472.363281 1498113444.9839
MEM 472.363281 1498113445.1042
MEM 473.320312 1498113445.2197
MEM 472.363281 1498113445.3416
MEM 472.363281 1498113445.4607
MEM 472.363281 1498113445.5820
MEM 472.363281 1498113445.6984
MEM 472.363281 1498113445.8138
MEM 472.363281 1498113445.9318
MEM 472.363281 1498113446.0493
MEM 472.363281 1498113446.1704
MEM 472.363281 1498113446.2934
MEM 472.363281 1498113446.4109
MEM 472.363281 1498113446.5290
MEM 472.363281 1498113446.6438
MEM 472.363281 1498113446.7618
MEM 472.363281 1498113446.8809
MEM 472.363281 1498113446.9957
MEM 472.363281 1498113447.1105
MEM 472.363281 1498113447.2291
MEM 472.363281 1498113447.3479
MEM 472.363281 1498113447.4640
MEM 472.363281 1498113447.5792
MEM 472.363281 1498113447.6956
MEM 472.363281 1498113447.8100
MEM 472.363281 1498113447.9264
MEM 472.363281 1498113448.0413
MEM 472.363281 1498113448.1612
MEM 472.363281 1498113448.2778
MEM 472.363281 1498113448.3946
MEM 472.363281 1498113448.5105
MEM 472.363281 1498113448.6263
MEM 472.363281 1498113448.7449
MEM 472.363281 1498113448.8620
MEM 472.363281 1498113448.9770
MEM 472.363281 1498113449.0939
MEM 472.363281 1498113449.2125
MEM 472.363281 1498113449.3306
MEM 472.363281 1498113449.4479
MEM 472.363281 1498113449.5684
MEM 473.125000 1498113449.6835
MEM 472.363281 1498113449.8000
MEM 472.363281 1498113449.9179
MEM 472.363281 1498113450.0354
MEM 472.363281 1498113450.1518
MEM 472.363281 1498113450.2714
MEM 472.363281 1498113450.3922
MEM 472.363281 1498113450.5073
MEM 475.093750 1498113450.6220
MEM 472.363281 1498113450.7382
MEM 472.363281 1498113450.8565
MEM 472.363281 1498113450.9753
MEM 472.363281 1498113451.0964
MEM 472.363281 1498113451.2143
MEM 472.363281 1498113451.3346
MEM 472.363281 1498113451.4499
MEM 472.363281 1498113451.5681
MEM 472.363281 1498113451.6850
MEM 473.281250 1498113451.8037
MEM 472.363281 1498113451.9195
MEM 472.363281 1498113452.0389
MEM 472.363281 1498113452.1573
MEM 472.363281 1498113452.2747
MEM 472.363281 1498113452.3950
MEM 472.363281 1498113452.5129
MEM 473.320312 1498113452.6318
MEM 473.539062 1498113452.7526
MEM 472.363281 1498113452.8703
MEM 472.363281 1498113452.9892
MEM 472.363281 1498113453.1081
MEM 472.363281 1498113453.2255
MEM 472.363281 1498113453.3418
MEM 472.363281 1498113453.4601
MEM 472.363281 1498113453.5773
MEM 472.363281 1498113453.6934
MEM 472.363281 1498113453.8098
MEM 472.363281 1498113453.9247
MEM 472.363281 1498113454.0462
MEM 472.363281 1498113454.1649
MEM 472.363281 1498113454.2907
MEM 472.363281 1498113454.4114
MEM 472.363281 1498113454.5332
MEM 472.363281 1498113454.6483
MEM 472.363281 1498113454.7640
MEM 472.363281 1498113454.8818
MEM 473.539062 1498113454.9981
MEM 472.363281 1498113455.1137
MEM 472.363281 1498113455.2307
MEM 472.363281 1498113455.3478
MEM 472.363281 1498113455.4670
MEM 472.363281 1498113455.5856
MEM 472.363281 1498113455.7030
MEM 472.363281 1498113455.8238
MEM 472.363281 1498113455.9393
MEM 472.363281 1498113456.0543
MEM 472.363281 1498113456.1766
MEM 472.363281 1498113456.2941
MEM 472.363281 1498113456.4150
MEM 472.363281 1498113456.5335
MEM 472.363281 1498113456.6495
MEM 472.363281 1498113456.7708
MEM 472.363281 1498113456.8895
MEM 472.363281 1498113457.0096
MEM 472.363281 1498113457.1266
MEM 472.363281 1498113457.2417
MEM 472.363281 1498113457.3612
MEM 472.363281 1498113457.4811
MEM 472.363281 1498113457.6028
MEM 472.363281 1498113457.7221
MEM 472.363281 1498113457.8416
MEM 472.363281 1498113457.9605
MEM 472.363281 1498113458.0802
MEM 472.363281 1498113458.2000
MEM 472.378906 1498113458.3183
MEM 472.378906 1498113458.4329
MEM 472.378906 1498113458.5505
MEM 472.378906 1498113458.6649
MEM 472.378906 1498113458.7856
MEM 472.378906 1498113458.9007
MEM 472.378906 1498113459.0218
MEM 472.378906 1498113459.1407
MEM 472.378906 1498113459.2615
MEM 472.378906 1498113459.3813
MEM 472.378906 1498113459.5035
MEM 472.378906 1498113459.6235
MEM 472.378906 1498113459.7394
MEM 472.378906 1498113459.8596
MEM 472.378906 1498113459.9774
MEM 472.378906 1498113460.1047
MEM 472.378906 1498113460.2234
MEM 472.378906 1498113460.3406
MEM 472.378906 1498113460.4560
MEM 472.378906 1498113460.5755
MEM 472.378906 1498113460.6902
MEM 472.378906 1498113460.8126
MEM 472.378906 1498113460.9304
MEM 472.378906 1498113461.0528
MEM 472.378906 1498113461.1681
MEM 472.378906 1498113461.2872
MEM 472.378906 1498113461.4056
MEM 472.378906 1498113461.5283
MEM 472.378906 1498113461.6423
MEM 472.378906 1498113461.7592
MEM 472.378906 1498113461.8784
MEM 472.378906 1498113462.0000
MEM 473.335938 1498113462.1231
MEM 472.378906 1498113462.2458
MEM 472.378906 1498113462.3615
MEM 472.378906 1498113462.4770
MEM 472.378906 1498113462.5913
MEM 472.378906 1498113462.7165
MEM 472.378906 1498113462.8324
MEM 472.378906 1498113462.9493
MEM 472.644531 1498113463.0697
MEM 472.644531 1498113463.1850
MEM 472.644531 1498113463.3051
MEM 472.644531 1498113463.4250
MEM 472.644531 1498113463.5415
MEM 472.644531 1498113463.6618
MEM 472.644531 1498113463.7811
MEM 472.652344 1498113463.9104
MEM 472.652344 1498113464.0297
MEM 472.652344 1498113464.1490
MEM 472.652344 1498113464.2699
MEM 472.652344 1498113464.3919
MEM 472.652344 1498113464.5082
MEM 472.652344 1498113464.6264
MEM 472.652344 1498113464.7435
MEM 472.652344 1498113464.8662
MEM 472.652344 1498113464.9836
MEM 472.652344 1498113465.1151
MEM 472.652344 1498113465.2374
MEM 472.652344 1498113465.3562
MEM 472.652344 1498113465.4785
MEM 472.652344 1498113465.6044
MEM 472.652344 1498113465.7216
MEM 472.652344 1498113465.8410
MEM 472.652344 1498113465.9609
MEM 472.652344 1498113466.0770
MEM 472.652344 1498113466.1940
MEM 472.652344 1498113466.3149
MEM 472.652344 1498113466.4387
MEM 472.652344 1498113466.5571
MEM 472.652344 1498113466.6746
MEM 472.652344 1498113466.7944
MEM 472.652344 1498113466.9118
MEM 472.652344 1498113467.0271
MEM 472.652344 1498113467.1577
MEM 472.652344 1498113467.2780
MEM 472.652344 1498113467.4051
MEM 473.570312 1498113467.5227
MEM 472.652344 1498113467.6436
MEM 472.652344 1498113467.7655
MEM 472.652344 1498113467.8893
MEM 472.652344 1498113468.0111
MEM 473.609375 1498113468.1305
MEM 473.828125 1498113468.2549
MEM 472.652344 1498113468.3705
MEM 472.652344 1498113468.4857
MEM 472.652344 1498113468.6024
MEM 472.652344 1498113468.7207
MEM 472.652344 1498113468.8388
MEM 472.652344 1498113468.9588
MEM 472.652344 1498113469.0733
MEM 472.675781 1498113469.1938
MEM 472.675781 1498113469.3128
MEM 472.675781 1498113469.4301
MEM 472.675781 1498113469.5499
MEM 472.675781 1498113469.6672
MEM 472.675781 1498113469.7839
MEM 472.675781 1498113469.9067
MEM 472.675781 1498113470.0241
MEM 472.675781 1498113470.1389
MEM 472.675781 1498113470.2573
MEM 472.675781 1498113470.3744
MEM 473.632812 1498113470.4966
MEM 472.675781 1498113470.6168
MEM 472.675781 1498113470.7407
MEM 472.675781 1498113470.8609
MEM 472.675781 1498113470.9832
MEM 472.675781 1498113471.1009
MEM 472.675781 1498113471.2161
MEM 472.675781 1498113471.3360
MEM 472.675781 1498113471.4552
MEM 472.675781 1498113471.5715
MEM 472.675781 1498113471.6918
MEM 472.675781 1498113471.8107
MEM 472.675781 1498113471.9303
MEM 472.675781 1498113472.0547
MEM 472.675781 1498113472.1738
MEM 472.675781 1498113472.2936
MEM 472.695312 1498113472.4126
MEM 472.695312 1498113472.5290
MEM 473.652344 1498113472.6454
MEM 473.562500 1498113472.7633
MEM 472.695312 1498113472.8811
MEM 472.695312 1498113472.9991
MEM 472.695312 1498113473.1195
MEM 472.695312 1498113473.2389
MEM 472.695312 1498113473.3547
MEM 472.695312 1498113473.4730
MEM 472.695312 1498113473.5933
MEM 472.695312 1498113473.7105
MEM 472.695312 1498113473.8268
MEM 472.695312 1498113473.9429
MEM 472.695312 1498113474.0580
MEM 472.695312 1498113474.1736
MEM 472.695312 1498113474.2912
MEM 472.695312 1498113474.4125
MEM 472.695312 1498113474.5296
MEM 472.695312 1498113474.6461
MEM 472.699219 1498113474.7654
MEM 473.875000 1498113474.8862
MEM 472.703125 1498113475.0059
MEM 472.703125 1498113475.1250
MEM 472.703125 1498113475.2425
MEM 472.703125 1498113475.3627
MEM 472.703125 1498113475.4852
MEM 472.972656 1498113475.5999
MEM 472.972656 1498113475.7187
MEM 472.988281 1498113475.8340
MEM 472.988281 1498113475.9546
MEM 472.988281 1498113476.0699
MEM 472.988281 1498113476.1912
MEM 472.988281 1498113476.3089
MEM 472.988281 1498113476.4280
MEM 472.988281 1498113476.5513
MEM 472.988281 1498113476.6724
MEM 472.988281 1498113476.7974
MEM 472.988281 1498113476.9130
MEM 472.988281 1498113477.0278
MEM 473.003906 1498113477.1531
MEM 473.035156 1498113477.2737
MEM 473.035156 1498113477.3941
MEM 473.035156 1498113477.5126
MEM 473.035156 1498113477.6307
MEM 473.035156 1498113477.7518
MEM 473.058594 1498113477.8665
MEM 474.242188 1498113477.9900
MEM 473.066406 1498113478.1046
MEM 474.023438 1498113478.2225
MEM 473.066406 1498113478.3434
MEM 473.066406 1498113478.4568
MEM 473.066406 1498113478.5742
MEM 473.984375 1498113478.6920
MEM 473.066406 1498113478.8095
MEM 473.066406 1498113478.9280
MEM 473.066406 1498113479.0465
MEM 473.066406 1498113479.1664
MEM 473.066406 1498113479.2859
MEM 473.066406 1498113479.4076
MEM 473.066406 1498113479.5240
MEM 473.105469 1498113479.6378
MEM 473.105469 1498113479.7578
MEM 473.105469 1498113479.8798
MEM 473.105469 1498113479.9977
MEM 473.105469 1498113480.1134
MEM 473.105469 1498113480.2361
MEM 473.105469 1498113480.3583
MEM 473.105469 1498113480.4748
MEM 473.105469 1498113480.5903
MEM 473.105469 1498113480.7059
MEM 473.105469 1498113480.8268
MEM 473.105469 1498113480.9505
MEM 473.105469 1498113481.0692
MEM 473.105469 1498113481.1917
MEM 473.105469 1498113481.3126
MEM 473.875000 1498113481.4279
MEM 473.113281 1498113481.5474
MEM 473.113281 1498113481.6658
MEM 473.113281 1498113481.7853
MEM 473.113281 1498113481.9028
MEM 473.113281 1498113482.0223
MEM 473.113281 1498113482.1403
MEM 473.113281 1498113482.2623
MEM 473.113281 1498113482.3841
MEM 474.312500 1498113482.5037
MEM 473.140625 1498113482.6227
MEM 473.140625 1498113482.7413
MEM 473.140625 1498113482.8693
MEM 473.140625 1498113482.9897
MEM 473.140625 1498113483.1063
MEM 473.140625 1498113483.2287
MEM 473.140625 1498113483.3446
MEM 473.140625 1498113483.4639
MEM 473.156250 1498113483.5817
MEM 473.156250 1498113483.7033
MEM 473.156250 1498113483.8227
MEM 473.156250 1498113483.9430
MEM 473.156250 1498113484.0578
MEM 473.156250 1498113484.1821
MEM 473.156250 1498113484.3067
MEM 473.156250 1498113484.4285
MEM 473.156250 1498113484.5450
MEM 473.160156 1498113484.6654
MEM 473.160156 1498113484.7810
MEM 474.339844 1498113484.9001
MEM 473.164062 1498113485.0199
MEM 473.164062 1498113485.1374
MEM 473.164062 1498113485.2599
MEM 473.164062 1498113485.3798
MEM 473.183594 1498113485.5016
MEM 473.183594 1498113485.6195
MEM 473.183594 1498113485.7350
MEM 473.183594 1498113485.8564
MEM 473.183594 1498113485.9771
MEM 473.183594 1498113486.0952
MEM 473.183594 1498113486.2122
MEM 473.183594 1498113486.3333
MEM 473.183594 1498113486.4535
MEM 473.183594 1498113486.5709
MEM 473.183594 1498113486.6933
MEM 473.183594 1498113486.8180
MEM 473.183594 1498113486.9362
MEM 473.183594 1498113487.0546
MEM 474.140625 1498113487.1699
MEM 473.183594 1498113487.2853
MEM 473.183594 1498113487.4003
MEM 473.183594 1498113487.5229
MEM 473.183594 1498113487.6470
MEM 473.183594 1498113487.7631
MEM 473.183594 1498113487.8822
MEM 473.183594 1498113488.0021
MEM 473.183594 1498113488.1190
MEM 473.183594 1498113488.2445
MEM 473.183594 1498113488.3635
MEM 473.183594 1498113488.4812
MEM 473.183594 1498113488.6052
MEM 473.449219 1498113488.7206
MEM 473.460938 1498113488.8368
MEM 473.593750 1498113488.9549
MEM 473.593750 1498113489.0746
MEM 473.593750 1498113489.1918
MEM 473.593750 1498113489.3133
MEM 473.593750 1498113489.4310
MEM 473.605469 1498113489.5479
MEM 473.605469 1498113489.6673
MEM 474.562500 1498113489.7874
MEM 473.605469 1498113489.9056
MEM 473.605469 1498113490.0234
MEM 473.605469 1498113490.1431
MEM 473.605469 1498113490.2604
MEM 473.605469 1498113490.3821
MEM 473.605469 1498113490.5004
MEM 473.605469 1498113490.6182
MEM 473.605469 1498113490.7383
MEM 473.605469 1498113490.8596
MEM 474.410156 1498113490.9790
MEM 473.605469 1498113491.1002
